term,count,num_files
cnn,1,1
shooter,1,1
ar,1,1
"handguns,",1,1
“no…dammit,1,1
died.”,1,1
"diner,",1,1
jeep,1,1
"crawl,",1,1
"cap,",1,1
two-day’,1,1
stubble.,1,1
town—lik,1,1
shatter,1,1
skid,1,1
stiff.,1,1
tougher,1,1
"clearing,",1,1
folder,1,1
sharpen,1,1
"doe,",1,1
incis,1,1
"belly,",1,1
abdomin,1,1
hindquart,1,1
clearing’,1,1
exposed.,1,1
two-foot,1,1
“picnic,1,1
cloth.”,1,1
"roast,",1,1
"muscle,",1,1
unders,1,1
"intact,",1,1
"sausage,",1,1
"stretched,",1,1
kink,1,1
squirrels.,1,1
eight-ten,1,1
scuffl,1,1
scrupul,1,1
overf,1,1
thorn,1,1
"interloper,",1,1
yearling.,1,1
"ticks,",1,1
whang,1,1
bushi,1,1
rodeo,1,1
"chute,",1,1
"waving,",1,1
chuckled.,1,1
“busted.”,1,1
_what,1,1
"hell_,",1,1
_mayb,1,1
looking._,1,1
"flared,",1,1
grunt.,1,1
bow,1,1
kill),1,1
"lungs,",1,1
trigger.,1,1
"flinching,",1,1
"slope,",1,1
collapsed.,1,1
tarp,1,1
door—had,1,1
"lunches,",1,1
"quick,",1,1
pain—at,1,1
winter.”,1,1
basement.,1,1
"steaks,",1,1
"packages,",1,1
"freezer,",1,1
road-kil,1,1
"microwave,",1,1
"roseburg,",1,1
umpqua,1,1
handgun,1,1
colleague.,1,1
“professor,1,1
macpherson.”,1,1
isla,1,1
"hood,",1,1
"newtown,",1,1
"blacksburg,",1,1
"columbine,",1,1
down?,1,1
mephistophel,1,1
idiot,1,1
zealot,1,1
"blazing,",1,1
ithaca,1,1
“bang—waaaaa”,1,1
twenty-two.,1,1
puffbal,1,1
rat,1,1
"rats,",1,1
"one),",1,1
"targets,",1,1
counted.,1,1
hoppes’,1,1
solvent.,1,1
eject,1,1
ka-chunk,1,1
"automatic,",1,1
"lifetimes,",1,1
"retain,",1,1
“gun,1,1
people—peopl,1,1
dial:,1,1
forty-seven,1,1
fifty-six,1,1
handguns—f,1,1
dogs.”,1,1
"chamber,",1,1
magnum,1,1
protection”,1,1
aerosol,1,1
surer,1,1
reassuring.,1,1
bag.,1,1
handgun.,1,1
kimber—h,1,1
handles.,1,1
shooting.,1,1
“two,1,1
"five,”",1,1
start.”,1,1
ammunit,1,1
"bench,",1,1
anvil,1,1
zip,1,1
volition.,1,1
"cottonwoods,",1,1
"thickets,",1,1
flush,1,1
obsolet,1,1
"sets,",1,1
slob,1,1
tvs,1,1
“small,1,1
fingers.”,1,1
chuckle.,1,1
reload,1,1
junk.,1,1
against…,1,1
"ha,",1,1
cleaner.,1,1
granny.,1,1
toppl,1,1
safe.,1,1
deliberate.,1,1
ammo,1,1
applianc,1,1
demolished—it,1,1
"barrels,",1,1
anvil.,1,1
mess:,1,1
"stuck,",1,1
inoperable.,1,1
"hammerless,",1,1
"triggerless,",1,1
cylinderless,1,1
"redhawk,",1,1
clunki,1,1
helicopt,1,1
waves.,1,1
printmak,1,1
compositions:,1,1
surface;,1,1
uncompl,1,1
"pastel,",1,1
multifacet,1,1
"organza,",1,1
textiles.,1,1
"stalks,",1,1
versatility.,1,1
"cattails,",1,1
"shoreline,",1,1
wind-blown,1,1
meadow.,1,1
mentors.,1,1
"surfaces,",1,1
"tissue,",1,1
organza,1,1
(bridal,1,1
veil,1,1
"material),",1,1
"muslin,",1,1
"linen,",1,1
36”,1,1
40-45”,1,1
“grass,1,1
"lake,”",1,1
print-mak,1,1
"adaptations,",1,1
"enhancements,",1,1
overpaint,1,1
prints.,1,1
"art""",1,1
“flint,1,1
in!,1,1
white---even,1,1
white!,1,1
*prairi,1,1
erth*,1,1
winter---it’,1,1
thick!,1,1
summer---even,1,1
august---so,1,1
misread,1,1
eyesight,1,1
here!,1,1
hills!,1,1
“chase,1,1
disadvantage.,1,1
bossy---alway,1,1
uncovers.,1,1
own---and,1,1
thirty-seven,1,1
that---sh,1,1
fe.,1,1
tracks---i,1,1
by!,1,1
window---at,1,1
window---and,1,1
"fe,",1,1
there’d,1,1
gramdmam,1,1
hanker,1,1
for!,1,1
sittin’,1,1
pneumonia,1,1
springer,1,1
cimmarron.,1,1
"unpinned,",1,1
forty-thre,1,1
fifty-eight,1,1
forty-three.,1,1
youngun,1,1
trail---mayb,1,1
mend,1,1
grandpap’,1,1
odd-look,1,1
younguns---said,1,1
grandmam’,1,1
grown-up,1,1
light’,1,1
"fading,",1,1
“bed-time!”,1,1
myself!,1,1
erth.,1,1
moon’,1,1
"separate,",1,1
heat-moon,1,1
dad-burn,1,1
"melted,",1,1
depression,1,1
potholes.,1,1
depths.,1,1
brackish,1,1
"waterfowl,",1,1
songbird,1,1
region---cov,1,1
"300,000",1,1
miles---ha,1,1
"uses,",1,1
developments.,1,1
landscape’,1,1
enthusiasm.,1,1
miget,1,1
1974-75,1,1
"perryville,",1,1
keyboard.,1,1
off-campus,1,1
(guitar),1,1
condor,1,1
(bass),1,1
grgurich,1,1
(drums),1,1
"edwards,",1,1
kick-ass,1,1
"egos,",1,1
stakes;,1,1
“been,1,1
that”,1,1
soon---if,1,1
"register*,",1,1
transition.,1,1
"eyerly,",1,1
paper’,1,1
tenur,1,1
janitor,1,1
*wall,1,1
today*,1,1
*louisvill,1,1
courier-journal*,1,1
register’,1,1
newsroom.,1,1
business-friend,1,1
’70.,1,1
nbc,1,1
news’,1,1
president.,1,1
three-decad,1,1
upon”,1,1
pauciti,1,1
coverage.,1,1
neuharth,1,1
gannett,1,1
flagship,1,1
bureau.,1,1
“intern”,1,1
"typesetting,",1,1
well-paid,1,1
"[hot,",1,1
[well-appoint,1,1
music---form,1,1
instruments---wa,1,1
cadr,1,1
computer-driven,1,1
jade,1,1
4-part,1,1
marcia’,1,1
"attendance,",1,1
reception/jam,1,1
lynn,1,1
"salamone,",1,1
percuss,1,1
aguinga.,1,1
well-regard,1,1
boutique-label,1,1
lp,1,1
co-produc,1,1
"sorenson,",1,1
"funk,",1,1
latin-jazz,1,1
sought-aft,1,1
collectors’,1,1
“clinics.”,1,1
tradition---th,1,1
generations---wa,1,1
nan,1,1
stillian,1,1
a.b.,1,1
site-director,1,1
[rutger,1,1
ridley,1,1
jais.,1,1
[duke,1,1
[jamey,1,1
[kenni,1,1
"clarinetist,",1,1
[alvin,1,1
"fielder,",1,1
"harbison,",1,1
thelonius,1,1
monk’,1,1
[charli,1,1
"previous,",1,1
[arni,1,1
"crew,",1,1
jai,1,1
k-12,1,1
explanation.,1,1
gauntlet,1,1
"hierarchy,",1,1
dichotomy:,1,1
lioniz,1,1
"creators,",1,1
"wildcard,",1,1
"introduction,",1,1
center—,1,1
rhythmically-seduct,1,1
[scat,1,1
unworthi,1,1
“legitimate”,1,1
collegi,1,1
conservatory-styl,1,1
“caught,1,1
jazz”,1,1
european-class,1,1
"ethic,",1,1
"reluctance,",1,1
"refusal,",1,1
real-tim,1,1
educators’,1,1
"fray,",1,1
oeuvr,1,1
conservatori,1,1
grudg,1,1
legitimacy.,1,1
corollari,1,1
white),1,1
phrase:,1,1
jazz---whil,1,1
community---wa,1,1
multi-raci,1,1
multi-ethn,1,1
priesthood,1,1
reasons.”,1,1
condition.,1,1
[simon,1,1
pre-emin,1,1
bass-bariton,1,1
operat,1,1
"simon,",1,1
"popes,",1,1
teachers),1,1
resumé,1,1
"uninformed,",1,1
mis-appli,1,1
inability),1,1
[cultur,1,1
ingrain,1,1
supremacist,1,1
"valid,",1,1
band/symphon,1,1
predominate.,1,1
thorough-compos,1,1
free-wheel,1,1
"jacket,",1,1
jazz’,1,1
"harmonic,",1,1
"rarity,",1,1
"mid-1980s,",1,1
"…now,",1,1
rigor.,1,1
[chord/scal,1,1
in:,1,1
"chord,",1,1
scale),1,1
(popular,1,1
1920-1950s),1,1
chord/scal,1,1
"rigor,",1,1
signatures.,1,1
"4/4,",1,1
"3/4,",1,1
7/4,1,1
"signatures,",1,1
[jam,1,1
dual,1,1
"ridley,",1,1
"redd,",1,1
music’,1,1
development:,1,1
yin,1,1
yang,1,1
masteri,1,1
elements:,1,1
itch,1,1
disservic,1,1
improvisation.,1,1
"tension,",1,1
artist-in-school,1,1
"considerably,",1,1
now-school-ag,1,1
three-year-old,1,1
marisha.,1,1
emporium...,1,1
too...,1,1
[appl,1,1
[comput,1,1
co-own,1,1
kirk.,1,1
"software,",1,1
1984-94.,1,1
actuari,1,1
"grad,",1,1
programmer.,1,1
"*sidekick*,",1,1
"*quickmail*,",1,1
"grads,",1,1
geek,1,1
"(remember,",1,1
1984),1,1
‘recorded’,1,1
"‘data,’",1,1
"1986,",1,1
"hughes,",1,1
"skinner,",1,1
mcmanus,1,1
interfac,1,1
"(midi),",1,1
mid-1986,1,1
viaduct,1,1
turnaround,1,1
busier,1,1
nicely.,1,1
[teja,1,1
1964-68.,1,1
anti-war,1,1
christi,1,1
[pete,1,1
hot-selling),1,1
*[dolphin,1,1
[new,1,1
ambienc,1,1
[1967-1987],1,1
wonderful-ness.,1,1
jasmin,1,1
sfo.,1,1
ryman,1,1
airport.,1,1
"freeway,",1,1
[golden,1,1
jasmine.,1,1
sensori,1,1
cosmic,1,1
baptism,1,1
[ray,1,1
*deep,1,1
"breakfast*,",1,1
“top,1,1
albums”,1,1
chart),1,1
programm,1,1
[suzann,1,1
"marin,",1,1
nyc.,1,1
stanford,1,1
university-bas,1,1
[frequenc,1,1
(fm),1,1
wessel,1,1
died),1,1
(cnmat),1,1
mac-on,1,1
chet,1,1
"zdrowski,",1,1
sales/,1,1
"mac,",1,1
"programmers,",1,1
"charlatans,",1,1
seer,1,1
zealots.,1,1
selling;,1,1
laser,1,1
printer.,1,1
movie?,1,1
elements?,1,1
scope.,1,1
"rafael,",1,1
lucas’,1,1
[industri,1,1
(ilm),1,1
*[star,1,1
*[termin,1,1
george’,1,1
[adob,1,1
*photoshop*!,1,1
[stewart,1,1
[howard,1,1
(whole,1,1
‘lectron,1,1
"“hypertext,”",1,1
[toni,1,1
anselmo.,1,1
silicon,1,1
"francisco,",1,1
macworld,1,1
expo---what,1,1
apple’,1,1
haj,1,1
faithful.,1,1
"aisles,",1,1
booth.,1,1
"unbelievably,",1,1
"howdy,",1,1
team.,1,1
brad,1,1
"sharek,",1,1
evangel,1,1
disciples.,1,1
[lawrenc,1,1
livermor,1,1
(oregon),1,1
(pmug),1,1
internet---great,1,1
microsoft---bi,1,1
knell,1,1
eviscer,1,1
(give,1,1
"take),",1,1
idea!,1,1
[henri,1,1
ziff-davi,1,1
"wikileaks,",1,1
"tips,",1,1
poach,1,1
investigative/writ,1,1
17-month,1,1
[steve,1,1
[next,1,1
mordant,1,1
then---ceo,1,1
"spindler,",1,1
comeback,1,1
"1993-94,",1,1
dissolving.,1,1
"co-parents,",1,1
which---whil,1,1
career---wa,1,1
*macweek*,1,1
rafael,1,1
freshman.,1,1
networked-comput,1,1
tech-savvi,1,1
problem-solv,1,1
davidson,1,1
"oscilloscope,",1,1
waveform,1,1
"violin,",1,1
well-thought-out,1,1
6-12.,1,1
"1996,",1,1
marisha,1,1
320-student,1,1
"ross,",1,1
"acceptance,",1,1
([julia,1,1
alma,1,1
"mater,",1,1
branson.org,1,1
"legendary,",1,1
world),1,1
[miko,1,1
[sun,1,1
java,1,1
miko,1,1
hp9000,1,1
mini-computer.,1,1
tbs.,1,1
valedictorian,1,1
"pride,",1,1
ancestors---mi,1,1
"buxton,",1,1
“hard,1,1
work;,1,1
319,1,1
university-bound,1,1
peers.,1,1
"commencement,",1,1
"“see,",1,1
"schleeter,",1,1
"guitarist,",1,1
[marin,1,1
performance-ori,1,1
skill-set,1,1
admonishment),1,1
possible?,1,1
surmount,1,1
well-prepared.,1,1
"1949-80,",1,1
1955-67,1,1
"solid,",1,1
well-respect,1,1
well-paid),1,1
"supporting,",1,1
goof,1,1
me.),1,1
politicians---th,1,1
dollars---seem,1,1
protecting.,1,1
exposure---to,1,1
music!,1,1
toolkit,1,1
poorer,1,1
"freefall,",1,1
"us---parents,",1,1
supporters---shar,1,1
bleak.,1,1
(iowa,1,1
cci),1,1
andbuild,1,1
"healthcare,",1,1
"clinton,",1,1
broker,1,1
sweetheart,1,1
$26,1,1
giveaway,1,1
scrutini,1,1
"beforehand,",1,1
6-0.,1,1
six-week,1,1
seeking.,1,1
councilmemb,1,1
3-3,1,1
"deadlock,",1,1
overtures.,1,1
"organize,",1,1
well-ground,1,1
counterbal,1,1
bleak...,1,1
youth---stalwart,1,1
persecuted---remind,1,1
student-gener,1,1
to---and,1,1
with---their,1,1
engage.,1,1
pto,1,1
restat,1,1
"pivotal,",1,1
education:,1,1
“idea,1,1
hive”,1,1
"wiser,",1,1
hypocritical.,1,1
mine---in,1,1
"equitable,",1,1
world---ar,1,1
not-too-dist,1,1
well-prepar,1,1
examples.,1,1
prairies:,1,1
*baptisia,1,1
alba*,1,1
indigo);,1,1
*lithospermum,1,1
canescens*,1,1
(hoari,1,1
puccoon);,1,1
*anemon,1,1
canadensis*,1,1
(meadow,1,1
anemone);,1,1
*allium,1,1
"stellatum*,",1,1
(prairi,1,1
onion);,1,1
*tradescantia,1,1
ohiensis*,1,1
spiderwort);,1,1
*zizia,1,1
aurea*,1,1
(golden,1,1
alexanders);,1,1
*liatri,1,1
aspera*,1,1
winter).,1,1
started---who,1,1
idea?,1,1
“summit”,1,1
mcgraw,1,1
philanthropist,1,1
gathered.,1,1
realization?,1,1
punch/impact,1,1
effectiveness.,1,1
message?,1,1
storytelling.,1,1
everglad,1,1
wellknown,1,1
[important],1,1
purification.,1,1
film?,1,1
unpredictable.,1,1
factor.,1,1
effectively?,1,1
[duck,1,1
else?,1,1
attached.,1,1
hotb,1,1
(we’v,1,1
"montgomery,",1,1
"memphis,",1,1
"rides,",1,1
lunch-count,1,1
sit-in,1,1
bus-boycott,1,1
"demonstrators,",1,1
squares.,1,1
balconies.,1,1
mind—georg,1,1
"floyd,",1,1
philando,1,1
"castile,",1,1
brown—ar,1,1
police.,1,1
post-civil,1,1
prairie—in,1,1
"tulsa,",1,1
1921,1,1
176,1,1
neighborhood—then,1,1
nation—put,1,1
loot,1,1
mobs.,1,1
district’,1,1
outliv,1,1
animus,1,1
violence—that,1,1
"map,2",1,1
heartland:,1,1
grim,1,1
homeownership,1,1
midwest],1,1
budg,1,1
"homeownership,",1,1
gap.,1,1
americans.”,1,1
"disadvantaged,",1,1
disrespect,1,1
"african-americans,",1,1
malais,1,1
report’,1,1
wisconsin),1,1
“[claim],1,1
[sweep],1,1
five.”,1,1
“simpli,1,1
"put,”",1,1
"continues,",1,1
disparities—and,1,1
underli,1,1
them—creat,1,1
consequences—for,1,1
opportunity—ar,1,1
dire.”,1,1
"batons,",1,1
"bullets,",1,1
racism,1,1
23.4,1,1
racism—som,1,1
iowa—a,1,1
"76,000",1,1
died—ther,1,1
emblazon,1,1
flags.,1,1
"languages,",1,1
harassment.,1,1
“white,1,1
"nationalist,",1,1
"supremacist,",1,1
civilization—how,1,1
offensive?”,1,1
"primary,",1,1
appal,1,1
king’,1,1
chairmanship,1,1
barack,1,1
“post-racial”,1,1
"illustrated,",1,1
racism’,1,1
"laurels,",1,1
midwesterner.,1,1
*[tallgrass,1,1
conversations:,1,1
[cindi,1,1
shorthand,1,1
couplet,1,1
"independently,",1,1
“convers,1,1
"symbiotically,”",1,1
“…an,1,1
parts.”,1,1
“…connect,1,1
loss.”,1,1
price’,1,1
extinction.”,1,1
"themes,",1,1
of…”,1,1
"*opening,",1,1
"awareness,",1,1
"celebration,",1,1
"reflection,*",1,1
*hope*.,1,1
“conversations”,1,1
musings.,1,1
red?,1,1
joy!,1,1
treasure!,1,1
“stuff,1,1
"fully,",1,1
"original,",1,1
rariti,1,1
"concepts,",1,1
co-exist.,1,1
mistaken,1,1
co-exist,1,1
beneficial.,1,1
mycorrhiz,1,1
invertebr,1,1
"refugia,",1,1
rusty-patch,1,1
"endangered,",1,1
sharp-ey,1,1
remnants!,1,1
manti,1,1
discord,1,1
portrays.,1,1
borer,1,1
tallgrass?,1,1
"“nature,”",1,1
misconcept,1,1
"dispel,",1,1
flammabl,1,1
retool,1,1
versions.,1,1
dean’,1,1
"stewarding,",1,1
"nurturing,",1,1
"celebrating,",1,1
life-giv,1,1
"“surprise,”",1,1
"stewards,",1,1
"conservationists,",1,1
"quilters,",1,1
italic,1,1
"*stitch*,",1,1
drumbeat,1,1
staccato,1,1
*stitch*,1,1
cheek.,1,1
soul’,1,1
book!,1,1
somali.,1,1
"cafes,",1,1
arab,1,1
"signage,",1,1
americana—hal,1,1
"khimars,",1,1
"abayas,",1,1
hijab;,1,1
henna,1,1
tattoos;,1,1
delicious-smel,1,1
often-color,1,1
chitchat.,1,1
minneapolis/st.,1,1
fortunate.,1,1
"theaters,",1,1
churches.,1,1
"officials,",1,1
shuttered.,1,1
self-consci,1,1
unequip,1,1
1918.,1,1
h1n1,1,1
"influenza,",1,1
spain.,1,1
spain,1,1
flu’,1,1
"675,000",1,1
steffan,1,1
schmidt,1,1
"93,000",1,1
corona-virus,1,1
"(covid-19),",1,1
102,1,1
disquiet,1,1
parallels.,1,1
was/i,1,1
“cure”,1,1
"viruses,",1,1
"campaigns,",1,1
ban-n,1,1
"hand-washing,",1,1
"contacts,",1,1
untest,1,1
harmful.,1,1
virus.,1,1
flu.,1,1
country---880,1,1
0.9,1,1
shelter-in-plac,1,1
"27,197",1,1
695,1,1
fatalities.,1,1
final.,1,1
"lifted,",1,1
2-8,1,1
"enacted,",1,1
causes.,1,1
makeup,1,1
consequences:,1,1
latinos.,1,1
per-cent,1,1
cases.,1,1
predispos,1,1
"hypertension,",1,1
impair,1,1
bottleneck,1,1
"led,",1,1
euthan,1,1
cnbc,1,1
processes?,1,1
"subsides,",1,1
"wealth,",1,1
us),1,1
[20,1,1
program’,1,1
"residency,",1,1
"kellog,",1,1
1920,1,1
slate,1,1
[dubuqu,1,1
crisis),1,1
[clarinda,1,1
carnegi,1,1
(september-decemb,1,1
2020),1,1
[sioux,1,1
(january-may,1,1
jab,1,1
roadkil,1,1
well-design,1,1
"popularity,",1,1
"unsung,",1,1
nature.”,1,1
“grow,1,1
machines.”,1,1
"althoff,",1,1
one-week,1,1
uninform,1,1
associations.,1,1
preconceiv,1,1
evaporate.,1,1
"hospitable,",1,1
"courteous,",1,1
forthcoming.,1,1
fears.,1,1
kindest,1,1
land...aft,1,1
[sundanc,1,1
[tribeca,1,1
"documentary,",1,1
clay’,1,1
"guarantees,",1,1
sane.,1,1
*silo:,1,1
world*,1,1
firefight,1,1
*drown,1,1
corn.*,1,1
metaphor:,1,1
s,1,1
l,1,1
"visceral,",1,1
compul-s,1,1
safety;,1,1
"scripted,",1,1
*feed,1,1
cost.*,1,1
(10,1,1
"average),",1,1
"fluctuating,",1,1
"rollovers,",1,1
"entrapments,",1,1
death).,1,1
team’,1,1
10-minut,1,1
[affin,1,1
teamwork,1,1
hand-in-hand.,1,1
potting,1,1
family---th,1,1
land---open,1,1
[kentucki,1,1
[grain,1,1
non-profit),1,1
"consultants,",1,1
true-to-lif,1,1
protocols.,1,1
[sukup,1,1
family---own,1,1
world---which,1,1
bivens’,1,1
“winter,1,1
over”,1,1
"$500,000",1,1
drain.,1,1
biven,1,1
more-immedi,1,1
*silo’s*,1,1
world:,1,1
"decatur,",1,1
flannels;,1,1
"(yep,",1,1
cool).,1,1
"sponsors,",1,1
"high-quality,",1,1
"screenings,",1,1
message.,1,1
"entrapment,",1,1
oft-taboo,1,1
america:,1,1
"afloat,",1,1
"injuries,",1,1
opioid,1,1
stranglehold,1,1
one-of-a-kind,1,1
"developing,",1,1
"dismay,",1,1
"market,”",1,1
aka,1,1
coast-bas,1,1
scant,1,1
unherald,1,1
"release,",1,1
isolation:,1,1
ilan,1,1
“binge-watch,1,1
nutrients.”,1,1
subjects---and,1,1
capitul,1,1
standards---w,1,1
"manhattan,",1,1
invers,1,1
caveat,1,1
"27th,",1,1
"requests,",1,1
"tenuous,",1,1
consumption---wheth,1,1
calories---ar,1,1
re-think,1,1
stories:,1,1
"selflessness,",1,1
filmmaking.,1,1
organisms.,1,1
intertwined.,1,1
"genetics,",1,1
(cdc),1,1
42.4,1,1
2017-2018.,1,1
2-19,1,1
18.,1,1
obesity.,1,1
icons.,1,1
unsplash,1,1
follows:,1,1
markus,1,1
spiske;,1,1
archer;,1,1
dmitri,1,1
dreyer;,1,1
jacek,1,1
dylag.,1,1
hansen’,1,1
"blake,",1,1
120.,1,1
"blair,",1,1
brad;,1,1
"book-keeping,",1,1
"curds,",1,1
holstein,1,1
wagyu-holstein,1,1
operate.,1,1
2000s.,1,1
benchmark,1,1
supplier,1,1
"orders,",1,1
packaging.,1,1
industry?,1,1
hy-ve,1,1
"meats,",1,1
"shopping,",1,1
have?,1,1
farm.”,1,1
[ours].,1,1
yours.”,1,1
owner-,1,1
non-famili,1,1
98%,1,1
such.,1,1
“bigger”,1,1
farm”...i,1,1
subject].,1,1
fragile.,1,1
outbreak,1,1
"pasteurization,",1,1
outweigh,1,1
risks.,1,1
pasteur,1,1
lactat,1,1
animals—to,1,1
high-level,1,1
changer.,1,1
byproduct,1,1
baking.,1,1
byproduct.,1,1
margin.,1,1
cardiovascular,1,1
"nutritious,",1,1
"donating,",1,1
"milkfat,",1,1
"beverages,",1,1
powerhous,1,1
diets.,1,1
grammar,1,1
poet’,1,1
[broadkil,1,1
(rather,1,1
poem),1,1
"lingers,",1,1
holds/,1,1
winter/year,1,1
we/ev,1,1
would.”,1,1
“snow,1,1
"talk,”",1,1
"“drought,”",1,1
"“solstice,”",1,1
“first,1,1
spring.”,1,1
weather;,1,1
semis),1,1
pruning),1,1
maps),1,1
walking),1,1
"clothesline,",1,1
butt),1,1
auction),1,1
"e.g.,",1,1
"gogh,",1,1
"monet,",1,1
"states---ohio,",1,1
dakota---provid,1,1
poem:,1,1
“compromis,1,1
illinois”---“a,1,1
one/might,1,1
"lost,”",1,1
“move,1,1
out/to,1,1
cold.”,1,1
stanzas---each,1,1
pages---w,1,1
parade”,1,1
“‘42,1,1
packard/driven,1,1
man/play,1,1
como,1,1
song/on,1,1
hear.”,1,1
sweet.,1,1
“along,1,1
"ohio,”",1,1
occupants/left,1,1
"tires,/rust",1,1
"drums,/broken",1,1
(often,1,1
2-3,1,1
"beats),",1,1
couple”,1,1
road/,1,1
august/sun…in,1,1
shade/around,1,1
yard.”,1,1
portrait.,1,1
“speed,1,1
kansas”,1,1
beats.,1,1
semis/ar,1,1
prairie/schooners:,1,1
west.”,1,1
signs:,1,1
towns…/fal,1,1
in/,1,1
fast./they,1,1
out/fals,1,1
"fronts,/fals",1,1
hopes.”,1,1
clotheslin,1,1
"dakota,”",1,1
abandoning.,1,1
"stained,",1,1
porch.”,1,1
urgency.,1,1
ted,1,1
kooser’,1,1
“abandon,1,1
farmhouse.”,1,1
“return,1,1
illinois”,1,1
light-heart,1,1
(heavy-hearted?),1,1
theme---midwestern,1,1
food:,1,1
"where…meatloaf,",1,1
"potatoes,/gravy,",1,1
plate.”,1,1
"sandwich,",1,1
name).,1,1
“speak,1,1
“manag,1,1
get/hi,1,1
explode/…[he],1,1
how/corn,1,1
grow/,1,1
rows.”,1,1
rhyme,1,1
"(7,6,6,8),",1,1
(poem-by-poem),1,1
"stanza,",1,1
good”,1,1
farmhouse:,1,1
good/to,1,1
summer/for,1,1
door/that,1,1
bang.”,1,1
"capitalized,",1,1
line).,1,1
"auction,”",1,1
‘this,1,1
all./,1,1
cherry’.,1,1
hearst’,1,1
april”,1,1
“wait,1,1
"parade,”",1,1
blue-speckl,1,1
appeared/in,1,1
aspen,1,1
"window,/th",1,1
decided/that,1,1
squatter,1,1
crows/had,1,1
“ar,1,1
poetica,1,1
branch”:,1,1
/at,1,1
branch/i,1,1
named/pork,1,1
parade.”,1,1
safest,1,1
"indiana,”",1,1
thousand.,1,1
40…most,1,1
old/,1,1
more.”,1,1
"well-crafted,",1,1
down-to-earth,1,1
59,1,1
hearst,1,1
"milkweed,",1,1
80-acr,1,1
two-and-a-half,1,1
[photography],1,1
apparernt,1,1
nature...,1,1
focuses:,1,1
"sutherland,",1,1
"camps,",1,1
endeavors.,1,1
taxi,1,1
music-rel,1,1
"played,",1,1
abilities.,1,1
berkshir,1,1
"[viroqua,",1,1
candlelit,1,1
[ick,1,1
hensley](),1,1
leyla,1,1
mccalla,1,1
[carolina,1,1
calib,1,1
lessons.,1,1
"merit-based,",1,1
violinist,1,1
mimi,1,1
"zweig,",1,1
"academy,",1,1
played.,1,1
‘paint,1,1
picture’,1,1
perform.”,1,1
violin,1,1
caliber.,1,1
"motivated,",1,1
"dedication,",1,1
volunteers’,1,1
mid-iowa,1,1
(mica),1,1
bi-month,1,1
"boxes,",1,1
"vouchers,",1,1
preschool.,1,1
[substanc,1,1
(satuci),1,1
addicts.,1,1
dental,1,1
"clinics,",1,1
"tracking,",1,1
benches.,1,1
rent;,1,1
doubled-up,1,1
"thursday,",1,1
"hy-vee,",1,1
"sorted,",1,1
life---retire,1,1
(slws),1,1
storycent,1,1
surg,1,1
self-discovery.,1,1
enunci,1,1
recording.,1,1
"kington,",1,1
zoo,1,1
"orleans,",1,1
"resurrection,",1,1
"cools,",1,1
withhold,1,1
"withers,",1,1
reseeds.,1,1
dormant,1,1
transforming.,1,1
firmament:,1,1
harrow,1,1
now-threaten,1,1
pollinator.,1,1
nectar.,1,1
source---boil,1,1
centuries---into,1,1
"sweeteners,",1,1
"cordage,",1,1
oil-spil,1,1
absorbent.,1,1
large-leaf,1,1
largess,1,1
"heftiest,",1,1
showiest,1,1
five-pet,1,1
multilay,1,1
sacs.,1,1
"pods,",1,1
"follicles,",1,1
filament,1,1
milk-weed’,1,1
floss,1,1
undress,1,1
brink?,1,1
renewal?,1,1
"host,",1,1
"anew,",1,1
reemergence?,1,1
teigland,1,1
iowa/minnesota,1,1
"[rake,",1,1
waldorf,1,1
mankato,1,1
